0, 0, 10242, 20480, -1, -1, -1, -1
1, 0.693652, 4442, 8880, -1, -1, -1, -1
2, 0.054986, 5572, 30739, -1, -1, -1, -1
3, 1.07237, 11872, 63822, 636828, 147.54, 0, -1
7, 1.02042, 4982, 27577, 548.384, 9.79799, -1, -1
6, 0.06784, 16115, 88032, 548.384, 7.69895, -1, -1
7, 0.695258, 7107, 38394, 548.384, 7.13005, -1, -1
8, 0.282781, 7107, 36118, 70.4795, 5.70293, -1, -1
9, 0.104177, 7107, 36118, 68.8079, 4.92753, -1, -1
6, 0.030576, 11262, 56006, 68.8079, 4.68943, -1, -1
7, 0.512193, 7400, 37998, 68.8079, 4.7961, -1, -1
8, 0.220648, 7400, 37710, 46.701, 4.6038, -1, -1
9, 0.0978, 7400, 37710, 41.4273, 4.41797, -1, -1
6, 0.027383, 10704, 52697, 41.4273, 4.36248, -1, -1
7, 0.399639, 7551, 38652, 41.4273, 4.39728, -1, -1
8, 0.17902, 7551, 38580, 41.4273, 4.33904, -1, -1
9, 0.091941, 7551, 38580, 30.145, 4.25345, -1, -1
6, 0.025461, 10347, 50675, 30.145, 4.23942, -1, -1
7, 0.339002, 7667, 39216, 30.145, 4.25108, -1, -1
8, 0.160208, 7667, 39183, 30.145, 4.22796, -1, -1
9, 0.088275, 7667, 39183, 27.2842, 4.17742, -1, -1
6, 0.024521, 10178, 49787, 27.2842, 4.17962, -1, -1
7, 0.319204, 7758, 39685, 27.2842, 4.17767, -1, -1
8, 0.156498, 7758, 39681, 27.2842, 4.16516, -1, -1
9, 0.084903, 7758, 39681, 27.2842, 4.1298, -1, -1
6, 0.038563, 13270, 66395, 27.2842, 4.19254, -1, -1
7, 0.449019, 9005, 46843, 18.4048, 4.07876, -1, -1
8, 0.284757, 9005, 46828, 18.4048, 4.00925, -1, -1
9, 0.103833, 9005, 46828, 18.4048, 3.90202, -1, -1
6, 0.029253, 11941, 59510, 18.4048, 3.95923, -1, -1
7, 0.322264, 9010, 46959, 18.4048, 3.90649, -1, -1
8, 0.196174, 9010, 46965, 18.4048, 3.88819, -1, -1
9, 0.099048, 9010, 46965, 18.4048, 3.83414, -1, -1
6, 0.028251, 11782, 59026, 23.3864, 3.93246, -1, -1
7, 0.351863, 9288, 48644, 10.883, 3.84897, -1, -1
8, 0.203744, 9288, 48634, 10.883, 3.83454, -1, -1
9, 0.100544, 9288, 48634, 7.90096, 3.78989, -1, -1
7, 0.270915, 9120, 47831, 7.90096, 3.78907, -1, -1
4, 7.45806, 9120, 47831, 7.90096, 3.78907, -1, -1
5, 0.075551, 4988, 18913, 7.64154, 3.82857, -1, -1
-1, 9.35462, 4988, 18913, 7.64154, 3.82857, 0, 52
