0, 0, 10242, 20480, -1, -1, -1, -1
1, 0.603412, 2664, 5324, -1, -1, -1, -1
2, 0.049669, 3802, 19913, -1, -1, -1, -1
3, 0.855959, 8108, 42425, 275087, 130.88, 0, -1
7, 0.777281, 3475, 18397, 734.167, 8.17957, -1, -1
6, 0.060272, 13575, 72786, 734.167, 6.46536, -1, -1
7, 0.555785, 5450, 28079, 734.167, 5.72825, -1, -1
8, 0.164619, 5450, 27251, 67.6718, 4.68501, -1, -1
9, 0.09754, 5450, 27251, 41.7035, 4.1684, -1, -1
6, 0.026598, 9456, 46412, 41.7035, 4.1996, -1, -1
7, 0.342196, 5822, 29312, 39.8327, 4.12041, -1, -1
8, 0.156289, 5822, 29264, 39.8327, 4.05618, -1, -1
9, 0.089806, 5822, 29264, 36.3681, 3.93365, -1, -1
6, 0.023648, 9037, 44020, 36.3681, 4.03234, -1, -1
7, 0.270521, 6009, 30289, 36.3681, 3.94303, -1, -1
8, 0.134459, 6009, 30282, 36.3681, 3.92299, -1, -1
9, 0.083283, 6009, 30282, 36.3013, 3.86384, -1, -1
6, 0.025755, 9788, 48051, 36.3013, 4.01768, -1, -1
7, 0.282525, 6456, 32691, 36.3013, 3.86678, -1, -1
8, 0.163544, 6456, 32682, 36.3013, 3.84348, -1, -1
9, 0.088934, 6456, 32682, 35.4491, 3.77566, -1, -1
6, 0.022845, 9281, 45402, 35.4491, 3.89583, -1, -1
7, 0.255318, 6638, 33638, 35.4491, 3.79576, -1, -1
8, 0.145806, 6638, 33630, 35.4491, 3.78599, -1, -1
9, 0.089788, 6638, 33630, 32.3933, 3.74816, -1, -1
6, 0.022228, 9116, 44421, 32.3933, 3.85579, -1, -1
7, 0.248198, 6756, 34237, 32.3933, 3.76338, -1, -1
8, 0.135886, 6756, 34229, 32.3933, 3.75656, -1, -1
9, 0.082098, 6756, 34229, 31.8595, 3.73036, -1, -1
6, 0.021189, 9001, 43791, 31.8595, 3.82763, -1, -1
7, 0.209445, 6815, 34580, 31.8595, 3.74344, -1, -1
8, 0.147771, 6815, 34577, 31.8595, 3.73715, -1, -1
9, 0.077069, 6815, 34577, 28.4497, 3.71558, -1, -1
6, 0.0212, 8935, 43443, 28.4497, 3.80725, -1, -1
7, 0.215396, 6879, 34875, 28.4497, 3.72582, -1, -1
8, 0.133659, 6879, 34874, 28.4497, 3.7212, -1, -1
9, 0.072948, 6879, 34874, 28.4497, 3.70522, -1, -1
6, 0.020528, 8786, 42748, 33.9375, 3.79881, -1, -1
7, 0.219426, 6903, 35085, 7.54445, 3.71268, -1, -1
8, 0.131935, 6903, 35085, 7.54445, 3.70914, -1, -1
9, 0.070745, 6903, 35085, 7.54221, 3.6959, -1, -1
7, 0.142464, 6844, 34808, 7.54221, 3.69461, -1, -1
4, 5.867, 6844, 34808, 7.54221, 3.69461, -1, -1
5, 0.055226, 3150, 11789, 7.54221, 3.77005, -1, -1
-1, 7.43126, 3150, 11789, 7.54221, 3.77005, 0, 45
