0, 0, 10242, 20480, -1, -1, -1, -1
1, 0.647942, 4238, 8472, -1, -1, -1, -1
2, 0.05373, 5284, 28870, -1, -1, -1, -1
3, 0.960337, 10665, 57057, 300834, 133.107, 0, -1
7, 0.929207, 4748, 25983, 527.854, 10.0289, -1, -1
6, 0.070541, 15585, 84881, 527.854, 7.84455, -1, -1
7, 0.712093, 6839, 36937, 394.291, 7.13919, -1, -1
8, 0.27399, 6839, 34848, 196.639, 5.71348, -1, -1
9, 0.104449, 6839, 34848, 75.0645, 4.93378, -1, -1
6, 0.032562, 11495, 58219, 75.0645, 4.65367, -1, -1
7, 0.53822, 7835, 39938, 33.5912, 4.7306, -1, -1
8, 0.27898, 7835, 39672, 33.5912, 4.54496, -1, -1
9, 0.102867, 7835, 39672, 32.8196, 4.3624, -1, -1
6, 0.027805, 10746, 53844, 32.8196, 4.31937, -1, -1
7, 0.407437, 8009, 40718, 32.8196, 4.34709, -1, -1
8, 0.187106, 8009, 40610, 32.8196, 4.29365, -1, -1
9, 0.093442, 8009, 40610, 32.7049, 4.21355, -1, -1
6, 0.050525, 15134, 77600, 33.9239, 4.25332, -1, -1
7, 0.566867, 10020, 52273, 21.1482, 4.12549, -1, -1
8, 0.392006, 10020, 52229, 19.5548, 4.03401, -1, -1
9, 0.113724, 10020, 52229, 16.8619, 3.89324, -1, -1
6, 0.032236, 13108, 66858, 16.8619, 3.95246, -1, -1
7, 0.389769, 10064, 52654, 13.6351, 3.89601, -1, -1
8, 0.248892, 10064, 52634, 13.6351, 3.87426, -1, -1
9, 0.106589, 10064, 52634, 13.6351, 3.80875, -1, -1
6, 0.029264, 12414, 63309, 13.6351, 3.8649, -1, -1
7, 0.320208, 10048, 52647, 13.6351, 3.81556, -1, -1
8, 0.207132, 10048, 52652, 13.6351, 3.80668, -1, -1
9, 0.102337, 10048, 52652, 13.4809, 3.77013, -1, -1
6, 0.028419, 12103, 62011, 14.3109, 3.84969, -1, -1
7, 0.374874, 10262, 53857, 11.0789, 3.78081, -1, -1
8, 0.21343, 10262, 53845, 8.3798, 3.77004, -1, -1
9, 0.10182, 10262, 53845, 7.60726, 3.73673, -1, -1
7, 0.295098, 10126, 53184, 7.60726, 3.73622, -1, -1
4, 7.37936, 10126, 53184, 7.60726, 3.73622, -1, -1
5, 0.082857, 4898, 18851, 7.60726, 3.79145, -1, -1
-1, 9.12423, 4898, 18851, 7.60726, 3.79145, 0, 50
