0, 0, 10242, 20480, -1, -1, -1, -1
1, 0.638528, 2823, 5642, -1, -1, -1, -1
2, 0.044019, 3838, 20066, -1, -1, -1, -1
3, 0.869279, 7981, 41604, 58539.2, 102.655, 0, -1
7, 0.814575, 3302, 17409, 2074.46, 7.99777, -1, -1
6, 0.054862, 13170, 70458, 2074.46, 6.44793, -1, -1
7, 0.570822, 5305, 27531, 2074.46, 5.62181, -1, -1
8, 0.165718, 5305, 26756, 90.3765, 4.64694, -1, -1
9, 0.093691, 5305, 26756, 90.3765, 4.1605, -1, -1
6, 0.027317, 9491, 47155, 90.3765, 4.18602, -1, -1
7, 0.372098, 6098, 30835, 90.3765, 4.10542, -1, -1
8, 0.203167, 6098, 30785, 90.3765, 4.03676, -1, -1
9, 0.090641, 6098, 30785, 90.3765, 3.90791, -1, -1
6, 0.026727, 9900, 49283, 104.951, 4.03523, -1, -1
7, 0.336984, 6715, 34128, 45.9232, 3.89965, -1, -1
8, 0.200981, 6715, 34121, 45.9232, 3.86952, -1, -1
9, 0.095648, 6715, 34121, 45.7891, 3.77809, -1, -1
6, 0.023279, 9258, 45813, 45.7891, 3.87827, -1, -1
7, 0.261742, 6827, 34718, 45.7891, 3.79397, -1, -1
8, 0.152742, 6827, 34717, 45.7891, 3.78277, -1, -1
9, 0.085903, 6827, 34717, 45.7891, 3.73448, -1, -1
6, 0.020493, 8780, 43296, 52.1775, 3.82415, -1, -1
7, 0.250356, 6866, 34996, 7.72146, 3.7455, -1, -1
8, 0.140674, 6866, 34991, 7.72146, 3.73914, -1, -1
9, 0.080819, 6866, 34991, 7.79666, 3.70938, -1, -1
7, 0.149831, 6735, 34388, 7.79666, 3.70708, -1, -1
4, 4.24219, 6735, 34388, 7.79666, 3.70708, -1, -1
5, 0.057136, 3282, 12713, 6.53082, 3.72277, -1, -1
-1, 5.85115, 3282, 12713, 6.53082, 3.72277, 0, 44
