0, 0, 10242, 20480, -1, -1, -1, -1
1, 0.661347, 2806, 5608, -1, -1, -1, -1
2, 0.043665, 3826, 20051, -1, -1, -1, -1
3, 0.881937, 8072, 42240, 124337, 97.6231, 0, -1
7, 0.804198, 3299, 17473, 1073.99, 8.11889, -1, -1
6, 0.054196, 13084, 69968, 1073.99, 6.4908, -1, -1
7, 0.54533, 5302, 27630, 1073.99, 5.6879, -1, -1
8, 0.17156, 5302, 26707, 128.05, 4.69303, -1, -1
9, 0.096367, 5302, 26707, 83.2105, 4.17173, -1, -1
6, 0.027021, 9420, 46889, 83.2105, 4.19448, -1, -1
7, 0.368075, 6085, 30678, 68.2147, 4.10417, -1, -1
8, 0.200242, 6085, 30637, 68.2147, 4.03758, -1, -1
9, 0.091985, 6085, 30637, 68.2147, 3.91108, -1, -1
6, 0.023133, 8974, 44397, 68.2147, 3.99908, -1, -1
7, 0.303654, 6456, 32563, 68.2147, 3.92509, -1, -1
8, 0.16226, 6456, 32571, 68.2147, 3.90058, -1, -1
9, 0.086549, 6456, 32571, 68.2147, 3.83482, -1, -1
6, 0.026547, 9612, 47693, 68.2147, 3.96222, -1, -1
7, 0.300449, 6881, 34944, 33.0544, 3.83151, -1, -1
8, 0.172284, 6881, 34933, 33.0544, 3.8122, -1, -1
9, 0.093841, 6881, 34933, 29.7584, 3.74189, -1, -1
6, 0.022489, 9051, 44750, 29.7584, 3.83296, -1, -1
7, 0.246141, 6946, 35372, 29.7584, 3.75412, -1, -1
8, 0.14701, 6946, 35370, 29.7584, 3.74569, -1, -1
9, 0.104448, 6946, 35370, 29.7584, 3.70832, -1, -1
6, 0.020383, 8684, 42853, 34.0808, 3.79153, -1, -1
7, 0.229709, 7045, 35947, 23.2478, 3.72385, -1, -1
8, 0.142135, 7045, 35936, 16.7244, 3.71623, -1, -1
9, 0.081108, 7045, 35936, 7.08956, 3.68982, -1, -1
7, 0.156931, 6887, 35180, 7.08956, 3.68692, -1, -1
4, 4.70522, 6887, 35180, 7.08956, 3.68692, -1, -1
5, 0.053069, 3360, 13112, 7.08956, 3.70683, -1, -1
-1, 6.34524, 3360, 13112, 7.08956, 3.70683, 0, 44
