0, 0, 10242, 20480, -1, -1, -1, -1
1, 0.52105, 2619, 5235, -1, -1, -1, -1
2, 0.04423, 3629, 18904, -1, -1, -1, -1
3, 0.799916, 7190, 37428, 3.68097e+07, 2346.14, 0, -1
7, 0.679544, 3290, 17330, 798.862, 7.88376, -1, -1
6, 0.054217, 13108, 70003, 798.862, 6.41569, -1, -1
7, 0.542383, 5228, 27059, 798.862, 5.58016, -1, -1
8, 0.159532, 5228, 26319, 120.277, 4.54369, -1, -1
9, 0.102448, 5228, 26319, 85.952, 4.0804, -1, -1
6, 0.027652, 9374, 46645, 85.952, 4.14209, -1, -1
7, 0.361204, 6073, 30731, 74.1545, 4.06519, -1, -1
8, 0.199898, 6073, 30702, 74.1545, 3.99765, -1, -1
9, 0.102803, 6073, 30702, 65.5309, 3.87442, -1, -1
6, 0.023985, 8865, 43812, 65.5309, 3.9697, -1, -1
7, 0.301315, 6401, 32318, 65.5309, 3.8938, -1, -1
8, 0.160582, 6401, 32318, 65.5309, 3.87316, -1, -1
9, 0.097231, 6401, 32318, 65.2347, 3.81382, -1, -1
6, 0.026462, 9499, 47035, 78.1282, 3.94931, -1, -1
7, 0.307554, 6827, 34726, 42.1994, 3.82426, -1, -1
8, 0.176726, 6827, 34706, 42.1994, 3.80241, -1, -1
9, 0.092731, 6827, 34706, 38.9719, 3.74124, -1, -1
6, 0.022052, 8999, 44413, 38.9719, 3.8314, -1, -1
7, 0.235332, 6932, 35284, 38.9719, 3.75393, -1, -1
8, 0.148946, 6932, 35292, 38.9719, 3.74472, -1, -1
9, 0.088649, 6932, 35292, 38.9719, 3.70986, -1, -1
6, 0.021826, 9034, 44663, 50.1233, 3.84267, -1, -1
7, 0.235149, 7099, 36219, 9.37856, 3.72634, -1, -1
8, 0.151964, 7099, 36225, 9.37856, 3.71938, -1, -1
9, 0.087605, 7099, 36225, 7.63619, 3.68783, -1, -1
7, 0.156454, 6970, 35614, 7.63619, 3.68488, -1, -1
4, 4.59123, 6970, 35614, 7.63619, 3.68488, -1, -1
5, 0.055415, 3465, 13536, 7.63619, 3.70207, -1, -1
-1, 6.01185, 3465, 13536, 7.63619, 3.70207, 0, 44
